P22438	P32461
P25554	Q12440
P39113	P08524
P48234	Q3E769
Q3E810	Q04697
Q12056	P32656
P00410	P39683
Q04329	P43132
P38701	Q03630
P39012	Q08992
Q03213	P28708
P40557	O13525
P42834	P40055
P53129	P53214
P47075	P51533
P43610	P38115
P40084	Q12467
P53961	P53379
Q05027	P23748
P48236	P23493
Q06263	P40519
P40456	Q04305
Q00947	P47014
P32333	Q12172
P39105	P28320
Q99312	P41896
P35725	P53617
P38865	P36164
Q02771	P23394
P50105	Q04033
P39944	P34072
P25301	P32944
Q99393	P80235
Q07468	P37303
P40312	P38251
Q06632	P36009
P36527	P40499
Q06817	Q8TGT7
P07278	P53197
P40497	P53128
P36149	P21269
P50107	P22148
P0C2I4	Q08651
P21147	P40354
P53301	Q12153
P40348	Q02206
P18480	P40051
P20081	P12385
Q12180	P40105
P23503	Q04814
P38330	P50087
Q99359	P40056
Q12367	P47079
P13586	Q06324
P53958	Q05027
Q7LHG5	P32903
P38872	P53549
P47057	Q3E7Y9
P30665	P32657
P53951	P38817
P39970	P28708
Q03161	Q02896
Q12055	P53176
P21373	P38225
Q04675	P38795
A5Z2X5	Q05911
P38821	P15731
P40556	P36126
Q3E772	P46992
P38123	P40049
P38125	P0CE68
P53032	P20438
Q06109	Q07532
Q3E798	P80667
Q12110	P32799
Q08295	Q06523
P53091	P38298
Q04048	P31539
Q05584	P38341
P48510	P36527
Q12180	P38187
Q8TGT4	P38821
Q03050	P39005
Q3E841	P36516
P25335	P39904
P40484	P53951
P40074	P32388
Q08202	P00358
Q12159	P40358
Q12029	P47077
P40562	P47139
P47027	Q03236
P32336	Q04562
Q08225	Q12205
Q02872	Q12473
P34250	P46955
P53921	Q04693
P50104	Q01532
P25584	P53833
P47041	Q04706
P38985	Q04305
P53099	P32363
Q06107	P33314
P32776	P23202
Q07896	P28707
P53189	Q06236
Q12469	P30402
P32471	P40511
P07249	P23255
Q3E7A0	P06100
P36533	P20435
P32567	Q07888
Q07800	P54780
Q08561	P53289
Q99303	P36095
Q06440	P47085
P43563	Q12318
P38961	P43619
P40010	Q01852
Q04659	Q12440
P21576	P14737
P32523	P53727
P07991	P32466
Q12675	P36037
P25693	P40434
P07807	P0C2I2
Q01454	P32608
P07255	P53316
Q06820	P25334
P47122	P53929
P53145	P40072
P34220	P53907
P32660	P38615
P32487	Q07979
Q12510	P39526
P35203	Q03050
Q06689	Q08119
P47172	P07560
P39721	Q12418
P53323	P27801
P41812	P15938
P40102	P54005
P81449	P25372
Q05541	Q02775
Q04080	P40156
P32452	P52918
Q01976	P40092
Q08904	P09734
P38225	P53326
P32896	P10961
P54115	P53947
P38716	P38689
Q12119	P21672
P50278	Q01217
P33314	P32472
Q12380	P54785
P54785	Q06162
P40364	P46670
Q03782	Q08208
P32660	P46961
Q12504	P43538
P25612	P10823
P15019	P53276
P15367	P09440
P24783	P38080
P15442	P53278
P38351	Q03290
P40061	P32915
P53265	P47111
P40459	Q03175
P38759	Q04304
Q12283	Q03722
P38620	P25087
Q06522	P53271
P38957	P31381
Q02555	P33122
P43682	P53040
Q06164	P07390
P38788	Q03210
P00546	P53950
P47013	P32582
P22289	Q02773
P32487	Q04053
Q03655	Q07471
Q03213	P22202
Q00955	Q12483
P39976	P54003
P35187	P40858
P22211	P38291
P52491	Q05040
P24521	P69851
Q01159	P38333
Q12239	Q3E785
P39107	Q07527
P38959	Q12277
P30657	Q08096
Q3E784	P38774
Q06089	P53140
Q04093	Q03554
P47178	P22133
P53858	P32837
Q04458	P25336
P25454	P40993
P21264	P06781
P25593	Q06523
P26784	P53743
Q08687	P42834
P40456	P08153
P46957	Q06497
P25374	Q03148
P40505	Q03063
P25361	P32074
Q03308	P13902
Q06549	Q04712
Q07978	Q04526
P39954	Q12236
Q05775	P46963
P38993	P39732
P04912	P00044
Q06315	P53293
P38191	P32769
P40516	Q12128
P47115	P32609
P40474	P17558
P32645	P37299
P53118	P32835
Q03175	Q08989
P32263	P25384
Q12092	P27680
P38792	P47822
P47112	P35203
P53971	P38244
P38300	Q04697
P40985	P36103
Q12754	P53094
Q12134	Q99176
Q08649	P36059
P05375	P40515
P07244	P36024
P05755	P38374
P28239	Q06102
P11927	P47912
Q06549	P39112
P53199	P53286
P13856	Q03212
P22135	Q06336
P39987	P53734
P14065	Q04500
Q05947	P38636
Q12317	P43535
P53857	P38754
Q99314	P41811
P38195	P38120
Q12362	P25631
P38691	P33893
P69771	Q04341
Q08032	Q99373
P23202	P22133
P53631	P09932
Q92328	Q99247
P40010	P40018
P40567	P33323
P39997	P11747
P53059	P43619
P53950	P42934
P52491	Q03655
P53088	Q03761
P40080	P40496
P20095	P40395
Q06440	Q08925
P53754	P38876
P38138	Q04533
Q06698	P38626
P38128	Q00582
P33199	P38729
P53314	Q99337
P08018	P10964
P38820	P40014
Q12335	Q04629
P47069	P53242
P48415	Q02888
Q12032	Q06213
P39000	Q01560
Q08962	P38821
P36078	P32341
Q06098	Q03153
P32606	P40549
Q12112	Q12089
P43596	Q12469
Q12036	P38439
P53946	Q01939
P43535	P40310
P25613	P26754
P35177	P53961
P38239	P23369
Q12455	P38254
P17967	Q12078
Q3E7Z5	P40447
P25451	P32450
Q02772	Q08977
P54838	Q12245
P47037	P50111
Q12398	P0C0W1
Q12038	P53331
Q07791	P32899
P32798	Q05648
P36148	Q03388
Q12270	P0C271
P53960	P21951
P14680	Q03976
P35817	P31109
P42937	P41903
Q12035	Q06440
Q12191	P29468
P53599	P34164
P38426	P53437
P39718	Q12349
P47110	P18239
D6VTK4	P33755
Q04311	P03877
P48510	Q08227
P32901	P87262
Q99258	P40454
P25808	P42826
Q12350	Q12052
P24871	P43638
P38697	P25043
P38886	P53876
Q12156	P53047
P40414	P29469
Q08361	P38332
Q12490	Q08172
P33759	P25358
P21826	P40026
Q07887	P40449
P46948	P28496
P35200	P33308
P32452	P34219
P25042	P53176
P38336	Q08285
Q08975	Q08980
P41733	Q05636
P03873	P49017
P40508	P53599
Q03071	P00817
P32354	P32641
Q04545	P36142
P32435	P40500
Q07979	Q01855
Q08747	P38430
Q07084	Q3E758
P34239	P53054
P38773	P32493
P19454	P33412
Q99207	P41057
P18494	Q8TGU1
P32500	Q12297
P36124	Q02336
P53183	Q12404
Q05024	P53878
P38970	Q3E731
P38140	Q05777
Q06091	Q3E825
P53159	P40069
P48564	P40572
Q08446	P39961
Q07872	P32642
Q3E7Y4	Q07959
P53236	P32345
P32178	Q12407
P50275	Q3E7Y5
P15625	P39079
Q8TGQ7	P19659
Q08962	Q12305
P38989	P16521
Q04359	Q12306
P35182	P53941
P41318	P38346
Q12027	P45818
P38242	P38144
P38995	Q03525
P53344	P40036
Q03266	P33418
Q92328	Q04396
P32891	Q12089
P41895	O13585
P40219	Q12458
P28241	Q04033
Q04210	Q07800
P46973	P15873
P36163	P53866
P40099	Q01163
P04050	P32454
Q12400	P08431
P38734	P54964
P06245	P40096
P08465	P06105
P25370	P16523
P05743	P32568
Q08204	P34243
P53067	P38182
Q04734	Q04172
P36161	Q04216
P40693	Q12205
P06104	Q04935
Q03782	Q04608
P25606	Q12066
P07278	P39936
P47055	P32331
Q04052	P36002
P10356	P35732
P20676	P36044
P32342	Q12172
Q00416	P53139
P46997	P39113
P38892	Q03162
P53378	Q12509
P52919	P09007
P32317	Q99385
Q99190	P38321
P53051	P32047
Q12082	P25659
P53870	P32774
P10507	P53046
Q12049	P00912
Q08981	P28625
O13556	P21192
P32354	P19414
Q9URQ5	Q07457
Q08749	Q3E809
P53215	P40010
Q02891	P38724
Q05611	P09007
Q07684	P13433
P40026	P87108
P40005	P18409
Q00916	P38071
P25808	P43587
Q08282	Q04638
Q12396	P36525
P00830	Q03661
Q06682	P27476
P49435	Q04847
P35208	Q03236
Q12122	P21242
P53953	P53065
P32496	P25567
P39978	P36059
P32451	P23639
Q12748	P41821
Q06563	Q12425
P53079	Q03338
Q02326	P18496
P40851	P29465
Q00582	P46974
P31539	P47147
Q2V2P8	P32789
P40558	P53327
P38689	Q12184
P53885	P47131
Q03080	P53982
P32849	P53249
P32610	P53925
P40563	Q06151
P43610	Q03081
Q3E6R5	P48365
Q12470	Q99176
P40006	P22137
Q07418	P25369
P46672	P32912
P38200	Q02260
Q08952	P38838
P0CE41	Q04651
P32843	P32800
P89114	P40312
P47089	Q08910
P38801	P25299
P36039	Q01590
P42940	P00937
P29539	P39875
Q08986	P32642
Q08287	P25369
P43606	P39718
P32629	P19659
Q05911	Q08726
Q05955	P24867
P21691	P39685
P38314	Q99257
Q12288	P40085
P38615	P53745
P50278	P32911
Q12262	P38321
P53299	P15436
P36138	P0CE11
Q05031	P38904
P53051	Q03246
Q08955	P32329
P40052	Q05892
P53915	Q02884
P39956	P15790
P0CX11	P32791
P38698	P48360
Q03246	P43597
Q12219	Q03508
P23179	P16370
P23643	Q08412
P39975	Q08271
P06169	Q03771
Q08683	P06104
P53255	P07270
P40051	P07270
Q06116	Q12483
P47137	P25648
P35727	P39997
Q99210	P53599
P06838	Q12291
P38077	Q04739
P38863	Q12156
Q02204	P36519
Q12439	P18239
Q12286	Q3E793
Q08223	P40059
P09232	P46985
P38772	Q02776
Q12089	Q04472
P22579	P53009
P53067	P32836
Q12471	P19657
P25576	P36108
P11633	Q04199
P32660	Q04925
P49017	P34222
Q03787	P53604
P46655	P40107
P53250	Q06151
Q06168	Q12749
Q12155	P48563
Q12408	P10962
P32838	Q12379
P29952	P81449
P38829	P42836
P47098	P39932
Q08977	P29468
Q04213	Q06336
P22354	P39016
P39932	P53968
P0CG63	Q92316
Q02831	Q06490
P03878	P25637
P25293	Q06821
P53166	P38139
Q06390	P42223
Q12255	Q12107
P53265	P53769
P41814	P25382
P33315	P51979
Q02724	P38853
P38374	Q99315
P06778	Q05892
P53845	P47047
P35207	P27882
Q02206	P38725
Q12194	P89886
P07286	P43575
Q06696	Q01684
P35208	P16862
P47177	P10566
Q12216	P00498
P38815	P07257
Q04003	P36000
P46995	P39991
P53319	Q00711
P36007	P36160
Q05787	P33315
Q12504	P38293
Q12139	P23968
Q06708	P00330
P27810	P08459
P38630	P00431
P21269	P33299
P16649	P05755
Q03735	P53853
P06197	Q04734
Q01919	P39518
Q02647	P33312
P05739	P34218
P38242	P09734
Q02875	Q12495
P12385	P38218
P39540	Q03880
P42836	P53890
P38716	Q07500
P38966	P00447
Q06208	P54791
Q12132	P25659
P40567	P36004
Q08989	P53846
P38295	P53909
P40450	Q06090
Q04902	Q07379
P25618	P40550
P32448	Q12515
P32623	Q08911
P32377	Q03153
Q92316	P25719
Q03770	P40556
Q10740	P40308
Q03920	Q02950
Q12217	P39563
P37291	P37302
Q08774	Q04779
P33894	Q08199
P49017	P47156
P20435	P32342
P37267	P32468
P40985	P18900
Q04712	Q12451
P30665	P38927
Q12385	Q06152
P54791	P39732
Q02629	P33748
P04786	P32863
O13563	P39015
Q12481	P40467
Q05611	Q12348
P47185	Q92393
Q04636	P40055
Q02983	P38358
P38839	Q12466
Q9ZZX1	P39543
Q03856	P39077
P36095	P25584
P54861	Q12697
P39714	P26798
P38907	Q04603
P36036	Q07684
P14736	Q03735
P04821	P36107
O60200	P50086
P39076	Q07825
P47006	P56628
Q04199	P38263
P40018	P38216
P17891	Q08957
P0C2J0	Q06412
P34244	Q04585
P25358	P40573
P53080	Q05040
P20134	P53870
Q04598	P39013
P24583	P43594
P25355	P53834
P38835	Q02196
Q12102	Q12375
P29453	P38308
Q06469	P28321
P14284	P38696
P22108	P41939
P15938	P34233
P53178	Q02555
Q05958	P09620
P32904	Q12093
Q06213	P38250
Q06337	Q12045
Q06224	Q03254
P20486	Q02931
Q12218	P40157
P33200	P25635
Q03289	Q3E817
Q02724	P42943
Q3E830	Q03308
P08019	P06844
Q06493	P15019
P41056	O13587
P50278	Q02574
Q04175	P00912
P36152	P32629
P38285	P04786
P0CD99	P34111
P38912	Q08096
Q03161	P36111
P22943	P16522
Q03434	P40957
P53305	Q08446
P31374	P0C2J3
P32944	P53277
Q06144	P42933
O13547	Q12315
Q04658	Q03579
Q8TGU5	Q08910
P07149	Q12086
P40476	P38849
P40484	P38253
P25623	Q12293
P40501	Q02969
Q03944	Q03964
P53311	Q3E792
Q06593	Q12471
Q08970	P53043
P22224	Q12328
P32448	P22804
P16603	Q12283
P07249	P53086
Q06991	Q04377
P32849	P17260
P38961	P38839
P38796	P54862
Q02336	P53335
P43598	P38822
Q12184	P43574
P20604	Q07351
Q06333	P32901
P27825	P50082
P38998	P46963
Q12171	P06169
Q02891	P32459
Q08199	P53731
Q06134	Q12514
P18888	Q08118
P35735	P32912
P32559	P53836
P43592	Q08269
P22136	Q01649
P47140	Q05471
P33412	Q08225
P48526	P53270
Q03503	Q12255
P38814	P53886
P07236	Q2V2Q3
Q04410	P36519
P47041	P15436
Q03361	P40546
P25555	P05150
Q12176	P39535
P32909	Q06632
P01149	P54007
Q3E7Y9	Q07418
P10592	P25042
P42951	Q9ZZX1
Q12329	P53972
P24870	P53193
P38698	P05756
P0C2J1	Q08979
P32898	P38810
Q03722	Q04223
P38697	Q12114
Q07979	Q04868
P53178	P38860
Q12118	P32613
P32264	Q06705
P36156	P35172
Q04748	P48524
P36056	P23493
Q99234	Q03099
P36018	P39714
Q02046	Q05812
Q03707	Q05854
P81450	P40096
P42826	P32639
P05150	Q02521
Q12355	P53251
P15202	P46992
P40454	Q06163
P32585	P37020
P38742	P52492
P53165	Q07540
P40073	Q03308
P38934	P38740
P35688	P53686
P16474	P40009
P36009	Q12511
Q12239	P23595
P40032	P06704
P39073	Q03338
Q03370	P53323
P38876	P38069
P38822	Q12274
Q12215	P32336
P33755	P12611
Q07451	P47139
P53389	P32377
P43548	P04050
Q06706	Q06089
P04173	P33303
Q12128	P39970
Q06146	Q04341
P40450	Q06543
P15365	P38785
Q05881	P25638
P39958	P06779
P32794	P48240
P54860	P07267
P09232	P53298
P38351	Q12366
P53142	P36102
P07248	Q12159
Q01389	P37296
Q12176	Q03656
P53283	P24783
P50084	Q12367
P17255	Q12122
Q12489	Q06489
P38932	P53157
P38844	P54780
P38968	Q3E737
P53735	P17442
Q12311	P40526
P40312	P53101
P53275	P32908
P32457	P53057
P46993	Q06508
Q03557	Q04675
Q04978	P18852
Q12508	Q12483
P05374	P40534
P0C2J7	P28795
P32448	P54199
Q12477	Q05080
Q12400	P40362
P32786	P22580
P28007	P36076
P38555	P38263
P40362	P22470
P38633	P53617
P37267	P47022
P06244	P43570
P38732	Q03630
P07250	Q04638
Q99382	P25370
P38912	P40956
P32590	Q07967
P32338	P38301
Q03718	P39702
P43570	P25339
P40016	P25625
Q05776	P53615
P06839	P41811
Q00453	Q03419
P25343	Q06703
Q08964	P40345
Q03530	P39525
P40890	P41277
P53959	Q6Q595
P47128	P32467
Q04006	P36084
Q04779	P40445
P47173	P40207
P13090	Q03508
P53273	P40073
P36005	Q03208
P32805	Q08685
P53949	P15891
P38187	Q02159
P50861	Q00578
P50076	Q99252
P17558	Q05979
P40585	Q03694
P06102	P34909
Q04603	P39692
P10663	P15019
P40007	Q12310
Q06106	P28708
Q05583	P53962
P46678	P25389
P32445	P38902
P18634	P52488
P43634	P39730
P30777	P38351
P20051	P36054
Q03153	P47002
Q12250	P16965
P35194	P53176
Q08729	P26637
Q12266	P00431
Q02983	Q06512
Q99312	P00045
Q6B2U8	P06244
P34246	Q12692
P40041	P19524
P32266	P53219
Q05979	Q12038
Q02209	Q99382
P36533	P38821
P25654	P40209
P40956	P43563
Q04629	P39531
Q07349	P32857
P36064	Q08206
P25654	P38742
Q06164	P32500
P40204	P33324
Q03104	Q03049
P18852	Q08054
P53142	P43582
P32419	Q99395
P46972	P47104
P38800	Q00246
Q01852	P32913
P39692	P53322
P40975	P48234
P53173	Q02326
Q06287	P33329
P35691	P36034
P13382	Q06436
Q12361	P32660
P52492	P35177
P38636	P54000
P40494	P46965
P47088	P15315
Q9ZZW7	P33413
P39952	P32601
Q03862	Q03629
P38720	P43565
P36148	P53155
Q12055	P18410
Q03435	P38262
P40576	P12753
Q3E7Z7	P28795
P25559	P06182
P54074	P39984
P07170	P27825
Q8TGM6	P14743
P49956	P89105
P53298	Q12056
P38703	Q03942
P34758	Q04670
P23287	Q12342
P38130	P50107
P25348	P53910
P06777	P38356
P38342	Q12365
P14681	Q12402
P38732	P06787
P32899	Q03148
P53868	P39958
P43568	P38121
Q12520	P0C0T4
P47988	P23638
P39936	P40451
Q06596	Q07738
Q12452	Q05636
P36015	P13045
P34251	Q08641
Q08273	P25587
Q04952	P46948
P00854	P53200
P53315	P12954
P39995	Q12042
Q05672	P04076
Q04767	P47068
P48361	P40366
P26570	Q05854
P07251	P22354
P15700	Q04868
P42936	P25369
P46974	P53203
P10566	P50875
Q02209	P38755
P48558	P40209
P47103	P53769
Q03697	Q12017
Q12511	P31386
Q12217	P53849
P53306	Q02197
P17157	P10863
Q03557	P22136
P53750	P20049
P23585	P48570
Q12286	P39007
Q08417	P17967
P38778	P57744
Q01217	P42884
Q08202	Q07915
P53303	P36141
P40508	P41318
P50109	Q08909
P40510	Q12516
Q07629	P38870
P53747	P32338
P87108	P06169
Q02793	P38820
P31373	Q04396
P33892	P49334
Q12108	P36048
P0C2I8	P47113
P38904	Q05998
P47026	Q08282
P53118	P32317
P32454	P42945
P28737	P40497
Q06201	P40084
P07866	P47009
Q08964	Q12442
P25631	P53046
P53199	P40310
Q8TGM6	Q03497
P00927	P38957
P47135	P17255
Q12165	P46951
Q12124	P36110
P40501	Q03434
Q01476	P07170
Q03193	P00890
Q02455	Q12251
Q99220	P16151
P33122	P00546
P40100	P38892
Q03220	Q3E7B0
P16550	P17260
P19414	P39524
Q03262	P53294
P48439	P40011
P45818	O13559
P25375	Q07843
P38167	P53156
P26786	Q04216
Q04212	P12753
P09436	P40884
Q12374	Q02754
P47101	P38858
P48837	P22543
P38238	P18496
P32462	Q12192
Q12391	Q04052
P38835	P32448
Q04087	P38254
P36068	P05373
P27705	P32323
P53043	P21560
Q04412	P40038
P41940	Q02793
P40515	Q12675
Q03702	P07281
P32907	P47086
P36152	P40085
P53731	P21372
Q3E739	P38794
P12866	Q00947
P47180	P40155
Q12315	P23724
Q02785	P34231
Q12339	P39543
P23060	P32581
O43137	P25371
P07261	P07244
O13329	Q12110
P32633	P38882
P47104	Q12482
P32898	P40433
P16965	P47145
P23642	Q02783
P53732	P38222
P32807	P53858
P05755	P53341
Q12346	Q12285
Q12109	P36527
Q12517	P32332
P33550	Q12104
P40897	P38795
Q02831	P38282
P40445	Q04902
P40581	P15801
P38158	Q99271
P36104	Q08580
P39936	P40511
P35194	P40008
Q3E791	P53285
P38878	P36161
P25039	Q06436
P53051	P40154
P40048	P40367
P38632	Q12080
Q06010	Q07930
P39995	P14906
P40506	Q01926
Q07748	P52868
Q12171	P42933
P38339	P17505
P36059	P40449
P11709	P40063
Q8TGU1	P38330
P28241	P04051
Q03010	P47977
P31385	Q04215
P08518	Q06090
P22108	P17214
P43604	P32567
Q3E791	Q08979
Q3E7B3	P40487
Q04869	Q12211
P40471	P39563
Q12178	P04173
Q07949	P32603
P39719	P25046
Q3E7Z1	P28320
P38089	Q04601
P34909	Q01476
P38777	P39923
P14747	P39012
P36119	Q04773
Q05979	Q05031
P53843	P25378
P54787	Q99344
P40318	Q04214
Q06497	P32485
P23615	P32387
P25616	P40152
P40565	P54860
P47001	P15801
P47008	P53943
Q12124	P38195
Q03012	P53854
P06774	P00331
P20081	P00498
Q12040	Q08278
P38859	P25389
P47001	P40552
Q02864	P53903
P32943	Q08268
P29029	P32580
P46997	P49573
P07260	P38429
Q96VH3	P17064
P38148	Q03018
P38307	P32633
P47190	P38151
Q12246	P53959
P53088	P49956
P39002	Q03823
P07342	P39742
Q06668	P40339
P16603	Q03323
P53341	Q12675
P54783	P25087
Q03957	P69850
P53273	P53159
Q04093	Q12048
P40552	P38824
P05066	P38165
P47149	Q08912
P38289	Q12138
P47045	Q03829
P54854	P53102
P28834	P53290
P16151	Q07458
P17505	Q07959
Q03694	Q02046
P53841	Q03327
P16451	Q03236
P15646	P47135
P35734	P0C268
P25621	P46956
P53604	Q3E705
P53895	P06208
Q12213	P53622
Q12515	P39943
Q12004	P28707
P38290	P33401
P32873	Q06836
P19880	P43617
P14906	P46990
P38439	P40890
P48563	Q6Q560
P07269	Q06688
P53253	P53734
P23797	P53142
P53278	P53876
P38324	P28795
P38066	P53600
P46963	P07834
Q04341	P32580
P39719	P51534
P48562	P35202
Q07457	Q08986
P17967	P38254
P38792	P38711
P11978	P39980
P41057	Q02889
P38773	Q08553
Q02685	P36086
Q06350	Q07800
P39955	P33311
P32579	P38961
P00950	P38758
Q12301	Q12524
P17214	P41338
Q12184	P38287
P41800	P23248
Q99393	Q04307
P32867	P47055
P32445	P53317
Q04368	P40990
P53054	P38970
P32613	P40046
P38886	P53276
P38080	Q07655
O13529	P21965
Q12259	Q03020
P38702	Q04178
Q02793	P53207
Q03103	P46992
P17076	P32467
P22211	P25635
P25361	P07248
P06700	Q12025
Q08550	P33297
P46151	Q92328
P47032	Q06508
P53166	P14682
P32388	P29295
P31787	P07266
P07866	P53012
P38332	P20424
P09620	Q04347
P38264	P47145
Q08218	P39712
Q12363	P06701
P53855	Q03900
P47089	P47017
P42845	P33324
P53731	P27825
P38089	Q03579
P29461	Q04004
P49954	O94742
P39935	P25573
Q12217	Q3E7Y9
P38771	Q03687
P14908	Q12383
P49686	P31376
P18899	Q3E7Z9
Q05892	Q01477
Q12127	Q12074
P39993	P40048
P35719	P36037
P35210	P39523
P39712	Q02749
Q07915	Q05934
Q08231	P39715
Q99380	Q06151
Q12056	P43572
P0CE85	Q3E772
P41057	P53929
Q99373	Q03687
P38257	P10870
P53133	P38700
Q02786	Q12032
Q04600	Q12099
P53893	P38780
P17121	Q08234
P43538	P33307
P40522	P43575
P43607	Q04412
P53189	Q04373
P21657	P42950
Q05788	P40526
P53724	P12753
P42936	P32863
Q05899	P47064
P38151	Q06132
Q04545	P25357
Q12016	Q03180
P40071	Q03028
P18238	P47164
Q12447	P38925
P21651	P06776
P53039	P46997
P46997	P38705
P39107	Q12407
Q6Q5K6	P22108
Q3E7C1	P0CF19
Q03750	P18414
P38767	P40959
P08536	Q01574
P28239	P26370
P38845	Q02933
P53230	P38749
O13516	Q01662
P32626	P53925
Q00402	P36146
P37304	P53309
Q12026	P00360
P32336	Q03687
P25046	P39542
P38856	P40508
P53267	Q08179
Q12751	Q03071
Q06104	P38285
P0C2J1	Q03714
P15303	P32613
P25335	P04807
Q07660	P48231
P50094	P38151
P47104	Q12377
P43588	P38355
P38758	Q03667
P0CD99	P47126
Q02891	P53236
Q99216	P40545
Q04670	Q07896
P32558	Q06593
P30777	P25655
P38993	P23180
Q06704	P53941
P39706	Q06494
Q3E825	Q03935
Q02896	Q12459
P10664	P53191
P40155	P38351
P34248	P53036
Q3E832	P53179
P32349	P43637
Q03419	P40206
P53898	P06787
P53073	P53885
P53949	Q04893
O13516	P38875
P25649	P27796
Q08980	Q12215
P47076	P38637
Q08919	P46971
P33317	P40358
Q12367	P38690
P25846	Q99326
P41816	P32603
Q03619	P39946
Q04231	P53054
P22217	P32656
P36070	P39102
P32573	Q08723
P36057	Q12072
Q3E7X9	P43595
Q04311	P35728
P32585	P32178
P53746	P32383
P38876	P47024
Q06493	P22023
Q03327	Q6WNK7
Q12468	Q12406
P32831	P50275
P0C2I2	P40327
P39925	P39110
P32468	P40308
P01149	P38348
Q3E705	O75012
P32794	P40459
Q12524	Q12074
P53062	P38875
P20081	P37304
Q12283	P40075
P23301	Q3E809
P38112	P0C271
P40312	P32332
P27796	P36069
P06182	P10849
P53199	P24280
Q12161	P42936
P39708	P40031
Q03868	P40086
P48560	P32903
P18544	P32772
P25040	P32786
P36004	P38216
P39988	P03878
P0C2J0	P39516
P40099	P39734
P24719	P53059
P40479	Q03860
Q05518	P47185
P47134	P38915
P40095	P40576
P19807	Q05471
P00912	Q03694
Q02608	P38777
Q99344	P81451
P38340	P33894
P32893	P08466
P40094	P21595
Q2V2P6	Q06350
P47123	P40496
P53230	P47007
P25616	Q99332
P38809	Q04431
Q04311	Q03233
P32468	P47154
P40345	P06244
Q12513	Q07549
Q3E823	P32802
P32838	Q07794
P50896	P38825
P06776	Q99326
P0CE11	P40479
P35997	P40358
P43549	P38865
O13585	Q12021
P30952	P47035
P38221	P46951
P53632	P02557
Q02908	Q04935
Q3E762	P53907
P40474	P18963
P53170	P53736
Q12466	Q08227
Q06625	Q12461
Q03290	P40580
P39954	P53335
P22023	P40019
Q04183	Q04418
P25694	Q2V2P3
P57744	Q02831
P38693	Q06217
P46951	P39744
P50095	P53043
P32606	P53896
Q02875	P32500
P25625	P53292
P13711	P0CT04
P34226	P40462
Q08003	Q04511
Q12473	Q08282
P32832	P23059
P38787	P40957
Q06252	Q07527
P25579	P46679
Q05789	P32333
P53125	Q06205
Q12482	Q05924
P40447	P53200
P38725	Q99326
P47117	P06100
P38623	P18899
P48524	Q05549
P41811	P41895
P39971	P38205
P54115	Q08985
Q3E841	Q05947
Q00711	P50873
Q06350	P00925
P39707	P29468
P38689	P32864
O13577	P32633
P53334	P53227
P36125	Q06169
P87287	Q12365
P20095	P53739
P40353	P11655
P38689	P29340
P08524	Q12531
P40049	P47027
P38345	P36088
P47024	Q08182
Q2V2P9	P53209
Q12748	Q99395
P36052	Q12163
P38361	Q08561
P36037	P20486
Q08229	Q12339
Q04893	P12754
P47084	Q12375
P53882	P47103
Q3E776	Q07878
P32486	P47044
P32345	Q00816
Q04408	Q08959
P40028	P07281
P40562	P18888
P15807	P32844
P02381	P32558
P38845	P21243
P38907	P53970
Q12181	Q06109
Q03441	Q12257
P32500	P07884
Q2V2P4	O13563
P47176	I2HB52
P23179	P43564
P53940	Q04947
P39945	Q08269
Q12259	Q08693
Q02820	P22203
Q03769	P34252
P47149	P08004
P38149	P38696
Q06644	P53845
P38971	P53331
P20447	P47116
Q3E830	P38824
O13556	P32873
P38636	Q04329
Q04004	P40510
P53286	P42947
P36085	Q04371
P41912	P38335
Q12343	Q04080
P53118	P40511
P04173	P31412
P53266	Q99296
P32634	P32458
P38077	P54790
P39715	Q06148
Q08045	Q04439
P38297	P25293
P27636	P38116
P32628	P32829
Q03654	P38300
Q03942	Q06224
O43137	P38276
P25349	P39073
P04801	P24031
Q12386	P53937
P15365	P39956
P25349	P53615
P32839	P48561
P46962	P32860
P48231	Q08984
P35724	P05739
P25638	P07273
Q03856	P23642
P23776	P25335
P38354	P0C0X0
P38887	P14772
Q00246	P22804
Q12048	P53036
P28743	P46993
P20448	P10961
Q3E7A4	P38063
P40454	P28321
P01119	P02400
P38265	Q02455
P39548	P14682
P53242	P40896
P02407	P08456
P14922	P38226
Q12512	P08521
P24720	Q3E825
P33299	P56508
P37012	P36100
P36119	P33413
P32191	P38826
Q99321	P53839
P41814	P50085
P33334	P53906
Q12205	Q12405
Q12342	Q12445
P13298	P46957
P25293	Q03020
P43607	P53318
P40340	P53840
P04456	P38198
P36120	P24279
P47037	P40151
P25386	P19073
P53065	Q3E7A4
P43564	P49089
P06777	P38200
P38121	P13382
P48365	P25441
P53955	P38319
Q01217	P06182
Q6Q5K6	Q12257
Q03558	P54885
P25376	P25588
Q06336	Q06139
Q92393	Q12016
Q03441	Q12340
P46944	P33327
P36108	P35191
P47124	Q12089
Q08387	P39965
Q07804	P36111
P25641	P36025
P40312	P40455
P28239	P47098
Q12520	P53136
P53187	P22209
Q07362	Q06624
P32855	P40477
Q07845	Q12347
P32900	P41812
P47085	Q12424
P40063	P38305
P36100	P40050
Q12039	Q04947
P42944	P34243
Q12315	P36106
Q12019	Q12036
P43612	P32524
P38922	P38126
Q01163	Q03898
P39073	P46969
P43633	P53923
P38256	P41807
P53397	P36121
