Q8TAI7	Q9HC62
O95373	O00267
Q9Y448	Q9BXK5
Q9BWM7	Q15776
O75469	A2RU67
P29728	Q9UPR0
Q13472	P49450
Q4VX76	Q99075
P32314	P49703
O75915	Q8WVT3
Q03164	P30414
Q86VM9	P52744
P10606	O95243
Q13151	Q8NA57
Q969V6	Q96DC9
P49750	Q9ULJ8
P27540	Q6ICG6
P30305	P50221
Q9UBE8	Q96E14
Q96CN5	O15078
Q6ZSY5	Q9H869
Q7KZ85	P55036
Q92888	Q92674
Q99653	Q9H0E9
P17948	Q86W50
Q86X02	O75815
Q92973	Q8IUD6
Q13627	Q5W0Q7
Q9UPT9	Q567U6
O75828	Q9Y3C7
P15918	P35523
Q96QE5	Q9UBC3
P0C7W6	P01023
Q9Y3C1	Q9NPP4
Q6AI12	P01138
Q9C0E8	Q9BQ66
Q86TA1	Q9Y5Z7
Q6NW34	Q9Y6F6
Q9HCC0	P33981
Q86WN1	Q13625
Q9Y6X3	P20248
P08651	Q96RS0
P40337	Q9Y5Z7
Q96MW7	Q8WY91
P02794	P62324
O60437	Q86WZ6
P51608	Q6DD88
Q8IWT3	Q96NY9
Q9NSE2	Q92887
Q7Z7F0	Q9BQF6
Q9H0A9	Q96D71
Q9NYB9	O60573
Q9HBM1	Q6P1M3
Q9NQP4	Q96FH0
Q14494	Q9BYF1
Q6RW13	Q6P4Q7
Q96CS3	Q5T2T1
Q9UNM6	Q8WV60
Q05048	Q99757
P26441	P28340
P78317	Q96EL2
Q99871	Q9NQU5
O15344	P36405
Q96BH1	Q13616
Q92523	Q86T24
O60271	Q8IUH5
Q9Y3B4	Q6PD62
P53990	Q9HCI5
Q12815	Q504U0
O14929	Q7Z4H7
Q96A65	Q96F07
P29374	O43639
Q96MA1	O95619
O75444	Q9Y6A5
O95251	Q70IA6
Q16633	Q9HCE5
Q8WV24	Q6ICG8
Q02224	Q96IG2
Q9Y546	Q9BUE0
O60610	O14558
Q14CW9	Q13191
Q6NUN9	P50750
O75688	Q14134
Q8TDR4	Q9Y5W9
O95644	Q9Y2I6
Q9BUL9	P20290
P07585	P31431
Q9UGY1	P50552
Q86VM9	B2RXF5
P02746	Q96JZ2
Q13586	O43670
P49675	Q9HBM1
P41227	Q9Y6R4
P27635	Q99640
O75828	Q9H8K7
Q8WXU2	Q8WUA2
Q8N3J5	Q9UMS4
Q16891	P17301
P22087	O60671
Q15036	Q969U6
Q96JK2	Q13163
Q9BQG0	Q6NW34
O95460	Q9Y3C4
P01133	Q96F46
Q16891	Q9UQ90
Q9HCG8	P21757
O75916	Q7Z3G6
P05107	O94763
O60337	O95996
P61221	Q9NZM4
Q14157	Q96T68
P62820	P62873
Q96MF7	P49770
P04626	Q86US8
Q7Z3K3	Q9BSL1
Q8WW35	Q6P9B6
Q92562	Q86XL3
Q8IVW4	Q9H9T3
Q96EY7	P41181
Q96IZ7	Q9P2N6
Q676U5	P07225
Q9UHX1	O95848
Q9H2A7	Q9Y6K9
Q9Y5T5	Q9UNP9
Q96CG3	Q8WV24
Q13263	Q9H6L5
Q9BVA0	Q9H9D4
Q9UKK3	A9UHW6
Q9Y5A6	P30876
Q96TC7	P55209
O75159	Q14677
Q13033	Q9UII4
Q9BQI5	Q13601
Q9Y6M9	Q8WU90
O95817	O60563
Q96ME7	Q9H0B6
Q02388	Q9NU23
Q9Y263	Q6ZUT1
Q9Y4B6	P98175
Q16890	Q8IXB3
P30291	O15151
Q96HL8	Q9BS18
Q96S52	P55291
Q96F46	Q9UNK0
O14579	P18848
P61165	Q8N9M5
P17028	P35610
P09001	Q96CU9
Q7Z422	Q9NW08
A8MT69	Q9Y421
O15371	P59998
Q7Z2W9	Q6NZI2
Q96ES7	Q8TCD6
Q14188	Q96J02
Q86X83	Q15393
P63215	Q9NZM3
P20823	Q7L7V1
Q9BQA1	Q9HCK5
Q92783	Q9GZL7
Q9NR33	O94907
Q9H7T9	Q06643
P28288	P07332
Q49AJ0	O15209
A6NGB9	A5D8V6
Q9UFW8	O43294
Q9H939	Q96GY3
Q02446	Q01826
Q7Z6J9	Q8WWB3
O75362	Q12765
Q13563	P07902
P10747	O14657
P15735	Q96F15
Q96Q77	Q68D85
Q15642	Q9NTX7
Q6PJ21	Q96ME7
Q9Y4X5	P09693
P46821	Q96EK5
Q96FI4	Q86YD7
Q02040	Q96FH0
Q9H6J7	Q9UJW9
Q9BTP7	O15054
Q9H4Y5	Q9P1Q0
P51955	Q8TF42
Q9BWF2	Q2TAL8
Q6NYC1	Q08211
P28749	Q14315
Q6UB98	O75909
Q9UBS5	Q9NQX5
Q9H553	P02751
Q9NWS9	Q86UP2
P29597	Q9Y2Y0
P48169	Q7Z417
Q9BSH3	Q8IZ73
Q13492	Q92560
Q96FQ6	Q9UIL1
P40938	Q53GS9
P36956	Q03001
Q16512	P21283
Q504U0	O95967
Q8TD22	Q99613
Q92783	P55039
Q8IWF2	Q9UGI8
Q15649	Q96T58
Q9UNT1	Q9UFB7
Q86SZ2	Q9Y282
P14927	Q8N5Z5
Q5VSY0	P16035
Q9C0C6	Q2NL82
O15055	Q86WJ1
P49721	O14512
Q9BSB4	Q5T7W0
Q14CW9	Q9P0M9
Q96GC6	O95785
O15550	Q99952
P20338	Q02388
Q9BRX5	P36542
Q2KHR3	Q9NRD1
P49639	Q1KMD3
Q04828	P25963
P18887	Q13107
Q15059	P49796
Q9Y6J9	O15084
P08962	O15144
Q9NRH1	Q8N8B7
Q70Z53	Q6ZVM7
O75643	Q9H5V7
Q8WWR8	P12270
Q8IXK0	P62750
Q9NYY8	Q01814
O43187	P54252
Q9Y3Q8	Q9UK58
Q9H0U6	Q96IZ0
Q9NWT1	Q9Y3Y4
Q96B36	Q8IYX3
O75147	Q2NL82
O75386	Q16082
Q8WWW0	Q9NXU5
P31949	P98161
Q9Y6E0	Q9H867
Q8NFU7	Q8IWE4
Q96J77	P01033
Q9NWS9	Q96RE7
O14657	Q9NS56
Q13470	Q6P158
Q9NWB1	Q99801
P58004	Q9Y5S9
Q96IY1	Q9BUE0
P68400	Q13501
Q9NQ94	Q9BXN2
Q13573	P25490
P35236	P13726
Q9UJ70	Q9HB21
Q8TAX0	Q15583
Q86WA8	P47712
O43680	Q14145
P06307	P04424
Q9H334	Q96GC6
Q04771	O95782
Q9BRU9	P29375
Q15573	Q9C0E4
Q8NDN9	Q693B1
Q63ZY3	Q6PJQ5
P48775	O15379
Q63ZY3	Q13884
Q8TB96	Q9HC52
P25105	Q9UN30
Q9C0K7	Q9NP79
Q8WU90	Q9NQ31
Q8NHU0	Q9NPJ8
Q96DF8	Q9UMZ2
Q9NP98	Q9Y4R8
P25942	P50991
P62166	Q8IZQ8
O75643	P20929
Q66LE6	P50553
Q8TDX5	P05129
Q9UHV2	P49643
P49810	Q9ULW3
Q9BXH1	Q15223
Q96A56	Q92994
O60216	Q14746
Q13563	O95235
P61011	Q9NS61
Q9NQC7	O60678
O75147	P16871
Q9UHY8	Q8TBE0
Q9UK97	P62280
Q96BR9	Q9H1M0
O43390	Q5JST6
Q8NE71	Q08380
Q15054	Q9UK22
Q13496	Q6GPH4
Q00872	Q9P2N6
Q96GT9	Q15628
P06576	Q9NSA3
Q00526	Q8WTW3
O15056	Q9BV19
Q96CJ1	Q68DK2
Q86YT6	Q9UKA4
Q9H9A5	Q03989
Q9Y2D1	Q9UH62
P07947	Q96K76
Q8IV20	Q86V20
Q12972	Q8N3V7
Q9UKT9	Q15056
P09681	P21817
P49356	Q16635
Q8N5I9	Q9BXS1
Q96S21	Q8WXH5
Q9NPG3	Q6PK18
Q96BN8	Q969P5
Q63ZY3	P49757
Q7L273	Q9UBF8
Q9NZL4	Q12891
Q9NYS7	Q9UJA3
Q8NFH4	Q9UK22
Q9UBS5	Q01726
P28289	P53990
Q16514	Q96ST3
Q9UFN0	Q3SYG4
Q5SSJ5	Q96CS3
O76075	Q9BXS6
Q13535	P11473
P24752	Q96RL1
Q96T49	Q8IWW6
P53041	Q9NWT1
Q8NHM5	Q9UM13
Q15067	Q92523
Q8WUM4	P48544
P47974	Q8IYI0
P58753	Q3KR16
Q9BVN2	Q8N3V7
Q9BRJ7	Q01831
Q00872	Q9BSQ5
P63279	Q7L945
Q9UNN5	Q9Y3C7
Q9P2B4	Q9UGL9
Q9H0E3	P55072
Q06432	Q9Y576
Q6IAA8	O00401
O95257	Q9H7B4
Q99489	Q8WTX7
Q8WZA1	Q17RD7
P56597	Q9BVL2
P46695	Q9NYS7
Q02080	Q96MF2
Q8N511	P61218
Q15397	Q9UPY8
Q15021	Q2MV58
Q5VWQ8	Q5HYK7
P28335	Q86US8
Q86X83	P53672
Q13347	P09693
Q9BY50	Q9NQZ3
Q0JRZ9	Q15084
Q9NQU5	Q07021
Q9NY99	Q9NR22
P23760	Q12926
Q8NHQ1	Q6NUQ1
Q9UBK2	Q9UK58
P17022	O00418
O75865	P25791
Q96T76	P42695
Q15907	Q8N6Y0
Q9NRY4	O95376
Q969U7	Q9UPT6
Q9UGI0	Q96D71
Q9HCM4	Q5VTD9
Q9Y230	Q12874
Q6PI98	Q8WTS1
Q6ZNE5	P78560
O43513	Q6ZUT1
Q92636	P49840
Q9UK73	P63316
O14802	P57737
Q93034	P14406
Q969F0	Q5VZK9
Q15047	Q9BQA9
Q96A05	P60903
Q6ZUJ8	A9UHW6
Q9BRT6	Q92828
Q9Y2E5	Q13219
Q9Y5P6	P01031
P19525	Q99798
Q8TD17	Q8N205
Q9UBS5	O75182
Q9H9E1	Q9BZQ6
Q16584	P01133
O95429	Q70Z53
Q8TAF3	Q9Y3T9
Q12774	Q9NX40
O60934	Q5T7V8
Q15025	Q8WXH5
P26678	Q9Y2J4
Q9ULA0	Q14247
P61088	P02760
Q9BSG1	P25800
O60504	P10124
Q14872	Q9P2L0
P62269	Q8WYN0
O00560	Q7L5Y9
Q9NZN3	Q9UHY1
Q9BVJ7	Q96HQ2
P15498	P05198
Q9NVA1	Q13480
Q95460	Q8TDM6
P28360	Q00839
Q9BYG5	P53985
Q9GZM8	Q9BQI9
Q8N0Y2	O15457
O15037	O43291
Q96S97	Q9NVI1
Q9H5N1	Q9BZW7
Q92538	Q9Y4Z2
Q9Y4G8	P14927
Q10567	Q9H0E2
O60664	Q96GC9
Q9UQF2	O00555
Q99828	Q9UGP4
P67870	O43633
P33992	Q8IY63
Q9Y3A0	Q06190
Q6ZW49	P32321
Q15329	Q9UL40
Q8WU17	Q969S2
Q9Y6I9	P15976
Q6NYC1	Q9H7D0
P98164	Q14135
Q2YD98	Q9BXY8
P27449	Q9NX31
P09603	O75953
Q9BU20	Q16533
Q9Y535	Q9Y618
P29460	Q96C92
Q9NPA0	P29474
Q5JVS0	Q9BUI4
Q99909	Q9UKJ1
Q86X45	P08151
Q9NY27	O14775
P48426	Q13769
Q6ICG8	P11137
Q99952	Q7Z3I7
Q9UBB9	Q7Z5K2
P28072	Q96JB2
Q96RR1	Q92797
Q9Y3C4	O60826
Q9H4I2	Q12841
Q5T6F0	P62195
Q9UJW3	P17931
P48544	O14657
Q9BSW7	Q9UKS7
P43268	Q14168
O75531	O00429
Q92844	Q7Z5K2
Q9HCD5	P18031
Q5MJ70	P18124
Q96PQ6	Q9HCU5
Q15543	Q8N9Q2
P07766	Q96LR7
Q9Y6I3	P15391
Q9Y421	P17024
Q96BH3	Q9NRP7
Q8N5D0	Q9NTG7
Q9Y575	P07225
O94952	P62136
Q9NVI1	Q9BYJ9
Q9UQE7	P32314
O43189	Q07021
P49354	Q92830
Q2MV58	P08047
Q13332	Q13765
Q96SY0	Q7Z3T8
Q99714	P61221
Q8NFR7	Q9C0H5
P55789	Q53TN4
P62263	Q0VDD7
Q9H0W8	Q86YS7
Q92552	Q15233
P08069	Q6ZN17
Q04828	O95433
Q15382	Q9BPZ3
O15530	P36578
Q6GTX8	Q96NC0
Q9BWN1	Q9GZV9
P37837	Q16828
Q6RI45	P15036
Q13151	P56537
Q9UBN4	Q8N511
P11226	Q9NRG4
O95470	P43363
O95271	Q9UQF2
P28340	O43760
Q7Z7C8	O60481
Q9NV79	P37231
P06576	Q8IZJ1
Q9NZN5	O14733
O43167	O43791
Q9NZN3	Q8NI60
P49848	Q96SL4
O00459	P53041
P49802	O75843
Q13571	Q9UJA3
Q6IA69	Q8NFR7
Q01974	Q8N0X7
Q9BXI9	P41227
Q9UGU0	Q8TDM6
O75608	O15143
Q9BU64	P42568
O75340	Q49AN0
Q7Z7B0	P10646
Q9UQK1	Q9C0E2
P49720	Q8WUA2
P18847	P53567
Q01726	Q17RD7
Q9C0E8	Q8N7W2
O94842	O75419
Q6ZUT1	Q14687
O15534	O95747
P49754	Q15054
P13995	Q9NZJ0
Q9UHI7	Q9NYA1
Q13765	Q8IVD9
O43684	P67809
O75530	O94810
P57737	P26640
Q9BXJ1	P61758
O43156	Q7Z6J0
Q9HAU0	P82094
Q9GZY0	Q02556
Q3KNS6	Q8NCE0
Q12933	Q6ZT21
Q7Z2E3	Q96JC1
Q9UJX4	O95169
P45381	Q8N726
Q96D46	P57737
O95967	P05546
Q9Y3B6	P51970
Q9UBU6	Q6I9Y2
Q14814	Q9BQ48
Q15084	Q9Y6K9
Q8TAC2	Q9BXA6
Q8ND30	O15144
Q7Z412	P55040
Q15669	Q9NSP4
P09110	Q9BXJ1
P10415	Q96G21
Q9UL19	P28069
Q5HYW2	Q92824
Q6ZV73	Q9BYF1
P04183	O15265
P12270	Q13309
P05423	Q14019
Q2M3C6	Q9NPF4
Q96S65	P23396
Q9BV90	P36578
Q9UHQ4	Q8TCD6
Q9H6L4	P12236
Q5VSL9	Q969M7
Q96LD1	Q08881
P55291	P46976
P55291	O43439
Q9Y2E5	Q13029
Q04637	P17036
Q96GQ7	Q15020
Q9BVA0	Q6SPF0
O14526	Q96HU1
Q9UPY6	O14933
Q86T24	Q5JSH3
P17096	P08949
O95155	O95696
O75832	Q9NQC7
P25098	Q8WVL7
Q9UKL0	Q9H3U1
P30414	Q9NYG5
Q13418	Q58WW2
Q9BRK4	Q9P015
Q00613	Q8IWZ8
Q15078	Q9BWW4
Q9UPV9	Q53TQ3
Q9NWS9	P15313
Q9Y4L5	Q92551
Q9GZZ1	Q9Y3D0
Q06432	Q9H8T0
Q9BTE6	P10636
Q14CS0	O60291
P15735	Q15750
Q15334	Q9HCK0
Q9NRJ3	Q8WUI4
Q9UI36	Q8N9N8
O14802	O75528
Q96KQ7	P0DI82
P82094	Q13952
Q01726	P48431
P28069	P48643
Q99832	Q96HE7
Q9Y6B2	Q6P3S6
Q07960	Q149N8
Q9NX08	Q9UFB7
Q9Y2L9	Q9NWY4
Q8NEZ2	Q9Y6J9
Q9P0L1	Q14188
Q9NQ35	O15516
Q96EV8	Q96FJ0
Q5HYK7	P43034
Q06418	Q9HAV5
P36575	Q9BZQ6
O94817	O43447
Q9Y6D6	Q6ZTQ3
P18433	Q07157
Q9H267	O75390
O75153	Q9P2H3
O60337	Q9BUR4
Q8IYA8	Q5J8M3
Q14165	Q15013
Q9Y6A5	Q9NR46
Q32NC0	P26992
Q9BQ61	P09884
P02545	Q15916
Q96BD5	P17936
Q9Y490	Q9Y2J0
Q13496	P36404
O60296	O75586
P57775	Q9UHK0
Q8N5Y2	Q96NN9
Q96RE7	Q4G0X9
Q96LD8	Q08380
Q14533	P61421
Q9Y5B0	P53805
Q86VK4	P03950
P09661	O76071
Q9UFC0	O15392
Q6IPR1	P30281
Q96Q35	Q9Y6H1
Q8IUI8	Q8WZA2
Q8WVX3	P08962
Q9NQZ3	Q13163
O95429	P35968
Q9UIF3	O94985
Q9BTT4	Q9Y512
Q13526	Q9NV06
Q9P2W3	Q9H1C4
Q0VDD7	Q96F44
P35579	P02458
Q8IXM3	P50991
Q8IZ69	Q96FC7
O43310	Q5VWG9
Q01081	P06858
P57735	O95243
Q3B820	Q9H2H8
Q5EE01	Q9BQS8
Q9H0D6	Q9H3R5
Q6UWZ7	Q96S96
P12314	Q96QS6
Q92995	Q86VX2
Q96PE7	O15126
Q05195	Q14118
P08709	Q9BUL9
Q86VI4	P56537
Q5T2W1	Q8TEW0
Q96BY6	P61978
P48426	Q8NB46
Q95460	Q9UJW0
Q4G0F5	P55036
Q9UF11	Q8WV41
Q13228	Q6UVY6
Q504U0	Q9H488
O43707	Q8WY36
P0C0S5	Q15029
Q6UB98	Q8N6V9
Q13769	Q96S15
Q7Z7B0	O60568
P49247	P51843
P42167	Q8NFG4
O14763	P0CG13
P05129	Q9NV79
O43543	Q9NR80
Q8N987	Q03933
Q96EK7	Q8WUU5
Q13241	P12259
Q96JH7	Q9UBE8
P16662	Q5HYK7
P48050	Q8IWU2
Q14587	Q13323
P01130	Q96GT9
Q86W50	Q15047
Q6GPH4	P42574
Q13085	P40616
Q9BRK4	Q5VT06
Q9Y572	Q13241
Q9GZZ1	P62280
Q6UB99	P42226
Q5VIR6	Q02790
P81877	P47712
Q86SG6	O95470
Q01726	Q9HCE1
Q96J77	Q9BUE0
O75446	Q96DB2
Q5SQI0	Q9UKM9
O60674	Q96MW5
Q15170	Q08752
P30039	Q8IYB8
Q96BY7	Q99732
Q9H115	P46527
Q92556	P31645
Q9Y376	Q9BQG0
O75351	Q9BQI9
O15245	P50148
P22466	Q8WXG8
Q969V5	Q13838
O75113	Q96ST8
P21127	P85298
O14682	O75385
Q13155	Q9NX70
O43291	Q76G19
Q8WTR2	P08779
P03950	Q15650
P11387	Q504U0
Q9NPF7	Q13099
Q86X55	Q9UBL6
Q9UQ13	Q9Y597
P04626	Q16630
Q8NCN4	Q96EY1
Q92985	O60832
Q9NPC3	Q13887
Q8TAA3	Q8IVS8
O95503	Q9UBB9
Q9UHB4	Q4KMQ1
Q5TA31	Q92581
Q8TCJ0	Q9NQX4
Q00872	O75379
Q9H1Y0	Q5VVX9
P07332	P30039
O14654	O14879
Q6XD76	Q12815
P55327	Q8TEB7
P30566	Q8N302
Q9UGU0	Q49AR2
Q9GZV5	Q9Y3I1
Q96CM8	O00567
Q96JS3	P40227
Q13685	Q9UPQ8
P05787	Q13118
Q8IYS0	Q14494
Q9Y6Y8	Q96II8
Q8IX03	Q9BV40
Q99732	P15918
Q92845	Q8N2Z9
P23297	P26367
O14618	Q04771
Q9H4P4	Q9UGN5
Q9UKD1	P40227
Q9NYS7	P50876
P00558	Q8TF05
P49407	O60610
Q8TCA0	Q96BI3
P62263	P43365
Q15390	Q9BRX9
Q5H9K5	A0AV96
Q07869	Q13061
Q5RKV6	P06276
O60232	Q9NS56
O95997	Q9C0J8
P04004	Q9NZQ0
P06753	P53355
O00291	P30260
Q92759	Q96P48
O60568	Q9GZV9
O75506	Q96SL4
P57088	O15457
Q15884	Q13131
Q9UQL6	Q9P0W2
Q99767	Q5TKA1
Q9BY43	O43187
Q9H6J7	Q9NVR0
Q5XUX1	Q8NF64
O95707	P19022
Q92600	Q15287
P17024	Q8N4C7
Q9UKA1	P48553
Q07864	Q9BQQ3
Q13105	P45985
Q9UN79	Q6GPH6
Q96HB5	O14512
O75190	Q96QG7
O95470	P23763
Q5JWF2	O95801
Q13887	P62829
O43447	Q12765
Q9BRD0	Q8IUX1
P47755	Q99990
P47224	Q05195
Q9Y4Y9	Q9Y388
P62380	Q8NEM2
Q06124	P26441
Q96AP0	Q8WUD1
O95990	Q9H175
O75153	Q9Y2I1
Q92575	Q14657
Q8TDI0	Q5T655
Q8WWY6	Q8NFW9
P99999	P18827
Q86UN6	Q86TA1
O75381	Q96A72
P09913	P10600
Q8WV44	Q8TAB5
Q01968	O00459
Q9UK45	P04183
Q96HL8	P08572
Q8NFZ5	P10073
P53778	Q9Y252
Q8N8R7	Q15554
O43242	Q9BYD3
Q12996	P08572
Q6ZNC4	Q6AI39
Q6PK18	Q9BQ89
Q92585	O15446
O60341	Q96C03
Q6WCQ1	Q9Y2X7
P09001	P68543
Q13625	Q8TEQ6
Q5VSY0	Q14831
Q9NSA3	Q2MKA7
Q96M63	Q9H1H9
P04040	Q9BV38
Q9P2K2	Q99747
Q9Y3R0	Q96TC7
Q9NZL9	Q68EM7
Q8IYB8	Q96S82
Q9Y3C4	O43255
Q14693	Q96S15
P84077	P52306
Q13263	P46100
Q08945	P42338
P01303	Q96PU8
P20645	O60762
P50616	Q8NC96
Q9NVN8	Q96NB3
P62826	Q15572
Q9UM63	Q13033
P62312	Q96RF0
Q8N1E6	Q9H0B6
O14757	Q7Z2E3
Q9Y255	Q9NP84
P52435	P37275
P32242	O95872
Q13277	Q86UE8
Q9NWQ4	O15294
P19338	Q9UL40
Q8IVT2	Q9BZY9
O43255	P01040
Q99689	P17947
P50914	Q9NVR0
Q9P0U4	O75376
Q99575	P20929
Q969F0	P51843
A0PJW6	P35354
Q9H1B7	Q86W42
Q96RU8	O96018
P13196	Q9BQF6
Q6MZQ0	P03905
Q8N344	Q13422
Q9BRP4	Q9H1R3
Q9Y2Y0	Q96DH6
Q9BZL4	Q8NCE0
Q8WXB1	Q9BV73
Q92499	O14503
Q96S44	Q9ULG1
Q01850	P17658
Q7Z6G3	O60942
P29590	Q92529
Q8TB52	O95239
Q9UBZ4	Q9UL46
P50542	Q8WW38
Q96C24	Q15428
Q969H4	Q96B01
Q08426	Q9BXL6
P31153	Q68EM7
Q8N302	P16284
Q504Q3	Q96DI7
Q96L50	Q6PJW8
P23284	Q92843
P12956	P55196
Q7Z3J2	Q9Y2J0
Q8WUB8	Q9Y2M0
Q15853	A2RU67
Q969P0	Q96D09
Q15773	Q8IXB3
O00623	Q9H609
Q02763	Q13480
A1L390	P07949
Q9H9Q4	Q8WYA1
Q5HYJ3	Q9UBU9
Q15904	Q8NFH8
Q86VR2	P20823
Q5T7W7	Q12798
Q9Y5K5	Q8N6T3
Q702N8	Q9Y5A6
Q8IUC6	Q96IG2
Q9H2F5	P54132
Q9Y6K1	P04114
P53041	Q99653
P61764	Q08999
Q9H019	Q96E11
Q9UK45	Q96IZ0
Q4VCS5	Q15645
Q9NRJ4	Q14155
Q53EL6	Q8N0S2
P50591	Q01196
Q96BM1	Q01105
Q7Z417	O75928
Q99567	P09525
Q99259	Q8TBC4
P18075	Q6P597
Q96EB6	Q9P2T0
Q9NRG1	Q14653
Q9BTP7	Q96A05
Q8N371	Q5H9R7
Q8IZU1	P52298
O75382	Q6P1L5
P49754	O60664
P52952	O95872
Q2QGD7	Q9UK73
P20933	Q6P5X5
P21817	Q9UII4
P62873	Q86VQ0
O14578	Q14781
Q9UKA8	Q9H115
Q99592	Q9BUW7
Q6ZN17	Q8WV16
Q9NPF5	P54132
Q9BSM1	Q13541
Q9UQ80	Q9UNI6
P29590	Q8IVV7
Q5TGY3	Q9UJ72
Q99583	Q03252
Q15650	Q9HCP0
P49790	P22223
O00548	O43474
Q9BRX5	Q9P0M2
Q9UBW7	Q04771
P51114	Q9NZZ3
Q9NS23	Q96Q83
O75886	Q86VW0
A2RU67	P02489
Q92782	Q92556
Q08211	P26651
P19235	Q9Y2Z0
P49715	Q8N2G8
P22087	Q96MW5
Q15459	P05231
Q5T011	P46937
Q99575	Q9Y2B1
Q9HAV5	Q9NVL8
Q8IXB1	Q15390
P01033	Q8TEW0
O14511	P17947
P09001	O95382
Q02080	Q9BT49
Q9Y2K2	Q96DV4
Q9BSQ5	Q9BSM1
Q8NDD1	Q13232
Q01826	Q96H22
Q9GZM5	P51991
Q8TEB1	Q8WTS1
Q71F23	Q13332
O75460	Q8TB96
P61088	Q99538
Q9Y508	Q13506
O60673	Q9HCK8
P35219	O14526
Q7L2E3	Q8N1F7
Q6NYC1	Q8TCX1
Q09472	Q96S97
Q02878	Q9NPJ4
Q8TBZ3	Q6AI12
Q8NAP3	Q96KS0
P98082	Q9BV73
Q9NPD3	Q13137
P62899	O43324
Q9NR12	Q8WZ42
Q9HCN3	Q96RR1
Q5XPI4	P01133
Q96IQ9	Q9UBN4
P00533	Q96LD8
Q9BWT1	P26368
O00124	Q9Y2T1
Q9NRU3	Q14011
Q99576	O60493
Q6NZY4	Q9NR09
Q96FE5	Q96LT7
Q12962	P15622
Q9Y2M0	P10071
Q8N895	P51681
Q9P215	P11686
Q9BTY7	Q9UL15
P31040	P25705
Q8NFH8	Q96AA8
Q9NU23	Q8TBP5
P23467	Q9NQP4
Q92802	Q9BZS1
Q9C0E4	Q9Y6I4
Q9P246	O95182
O95405	Q8WZ60
Q96JZ2	O14641
Q9Y217	Q8WWR8
P78362	Q15125
Q9NRB3	Q04656
O60238	Q8WVL7
Q9BT67	Q9UM54
Q9ULJ8	Q96JN8
P35398	P23434
Q9UHD1	Q8TD22
O75146	Q9H3P2
Q96DZ9	P20810
P18858	Q07666
Q96DX7	Q8NE71
Q9P0U4	Q8IWF2
O43236	Q13761
Q8NEY1	P20333
O75159	P55265
Q9BQY4	Q53EL6
Q9UPN6	Q9H270
O75915	Q9BXC9
Q86SE5	P49796
Q9NX63	Q6ZSG1
Q9H251	Q9NZD8
P29474	P13010
P62280	Q9NQM4
P34925	Q15208
Q96HU8	P61978
Q9Y5Z4	Q9BVQ7
P43363	Q9P1U1
Q9BVI0	Q9Y303
Q15118	P10644
Q15527	Q6ZW49
Q9NX55	Q8TBP5
P19022	Q01968
Q16799	Q8NDX1
Q9NQX0	P42773
Q9UKZ1	Q9Y2D4
P61218	Q9ULT8
O75335	O15409
Q5H9L4	Q9H5Z6
Q5VZK9	P14859
Q96IF1	P43250
Q75N03	O43715
P0DI82	Q14190
O14979	Q96MW7
P02766	Q7Z6B7
Q8WTU0	P09917
P60891	Q8TDR4
P10909	O95180
Q9UHJ3	P62191
Q9UGN5	P55789
P31269	Q9H2P0
Q8N4C7	Q9Y4J8
Q9BYX4	Q8N5N7
P60896	Q9Y5B9
Q96RL1	P10242
P36508	Q9ULD6
Q6FIF0	P19404
Q9P2N7	P10911
Q9H7H0	O15164
Q96SW2	P08151
Q5FBB7	Q13905
Q8WW12	Q00613
Q8N2H9	P17022
Q07864	P04114
Q9HB75	P49736
Q504Q3	Q9Y5P8
Q96EE3	P41162
Q96GQ5	O43463
O43264	Q702N8
Q15118	Q99988
P17029	Q9Y248
O75427	Q6NSI4
Q12805	Q16773
Q9UKV0	P51826
Q9NQ79	Q9UF56
P46695	Q13277
Q9H9E1	Q9Y6R4
Q9P0V3	Q92838
Q9P209	Q8N987
O95999	Q96T51
P07737	Q99558
Q9NY72	Q2NL82
O00471	Q12774
P63211	Q9Y620
Q96SD1	Q9H1J1
O95460	O60869
Q9H9D4	P05177
Q9BWF2	Q9NU19
Q99102	Q15386
Q969H8	P13196
Q9NW75	Q9NYK5
Q9HBE1	Q9C0E4
Q9Y3C7	P14920
P27635	P43119
Q8IYI0	Q9BRX9
Q96AD5	Q14643
Q9NYL2	P49703
P04183	Q13901
Q96EP1	Q15291
Q86VN1	P31689
Q99728	Q9P0J7
Q9NX58	Q9Y296
Q9UKT4	Q9ULD6
P49750	Q8IWU6
P13727	O75351
Q15777	P17028
Q7Z3T8	Q8N2K1
O75379	Q9Y676
Q5JVL4	O43561
Q93008	Q6AWC2
Q7Z4H7	Q96MN5
Q6RW13	Q5VYV7
P26441	Q96RU2
Q9UBP5	Q9H2G2
P05198	Q9HA38
P30533	Q15041
Q96IT1	Q9Y473
P47712	Q9UI08
P30281	Q9NYS7
Q9Y608	Q9UBP5
Q9P0J0	Q8IZ69
O95299	Q8WW35
Q15034	Q8NEF3
Q9HBM1	Q17RD7
Q15831	Q9NWV8
O43399	Q02363
P21953	Q8IVV7
Q2TAZ0	Q49AJ0
O14526	Q96EI5
Q7Z699	Q6P1L5
Q9NX65	P49675
Q9ULW3	O75362
P45985	P10747
Q8NFC6	Q8IZJ1
O43491	P21926
Q92804	Q9H9C1
Q9Y253	Q8TEX9
Q9BZI7	Q9GZS3
Q9BTZ2	Q2KHR3
O75663	Q99697
