O00291	Q9Y265
Q86VR2	Q9BVA0
Q3V6T2	Q9UN86
Q15554	Q8N5R6
O00220	Q6ZV73
Q9HAU0	Q6GPH6
Q13562	Q9H5J8
O75084	Q8WTV1
Q9H1M0	P40306
Q7Z5V6	O14544
Q9NTI5	Q9Y680
P21359	Q9BVT8
Q6ZMV9	P08253
P18146	P01033
Q99750	Q8N5C8
Q9NYF0	Q9BPZ7
Q13148	P36578
Q86WA8	Q93038
Q96KG9	Q9NQG5
P40818	Q9BUZ4
Q9HCJ0	O94826
Q86WV1	Q9C0K7
Q9Y294	Q9UIF8
Q5T681	O43167
Q96A47	P09529
P15498	P61086
Q8N6Y0	O14836
Q9NYA1	Q8IXJ9
Q9UJX6	Q7Z6J0
Q9NRC8	O15228
O43166	Q96JX3
Q9HCI5	Q15005
O15260	P52565
P55042	Q99442
O75146	Q9BXY0
O94761	Q96JS3
O60381	Q6NUQ1
Q03519	O15460
Q92499	Q12962
P08833	O14775
Q96SD1	Q9BZ11
P36507	P26045
Q9P0U3	P57771
O75146	P78509
Q9UF56	Q9UQR1
Q9GZS3	Q99618
Q5TH69	Q6FI81
Q04837	P23769
Q96C03	O43752
P04114	Q8NCX0
O95777	P01033
Q8IZ07	Q92989
Q96DI7	Q13224
O60566	Q14669
Q9UKV5	Q15125
Q99750	Q5T7P3
O14974	Q9BUB5
P84090	Q9NXD2
P11712	Q9Y570
Q969S0	Q9UIF3
Q13501	Q05048
Q86TA1	Q99714
P25445	Q6P158
Q14978	Q92989
Q00872	P23760
Q96LC9	Q9ULJ8
P17040	Q8WVK7
P45379	Q8IYU2
Q15773	P19544
Q12860	Q15036
P25054	Q9Y6Q6
Q01780	Q9NX95
Q92888	Q96GY3
Q13576	Q9NVI1
Q86XR8	Q8WXB1
P18507	Q96CG3
P0C7T5	P49137
Q9UIH9	P23409
Q7Z412	O14576
P02753	Q5HYK3
Q969P5	O15389
Q8N490	Q8NFW9
Q12770	Q9UL54
Q92882	Q76N32
P02776	Q96PQ7
Q15388	P13591
Q6ZN55	P04280
Q969Q5	Q9C005
Q9H7C4	Q15345
Q96IZ7	Q8TBE0
P52948	Q9UJX2
Q9NZE8	P62070
Q96Q05	P14625
Q00013	Q13563
Q92851	O14530
P32314	Q8WUB8
Q8WV60	P43626
Q8WXE1	Q96S65
Q75N03	Q9BYG5
O75787	P47756
Q6IA69	P42568
O60346	P37840
O75385	P52435
Q9Y6C9	O43490
Q8IYB8	Q9H6L4
P56282	Q86VZ6
Q8IXQ6	O75410
Q9UPN4	P81408
P08887	O60260
P50458	Q9HD42
P09382	Q86Y01
Q9H334	Q6PID8
Q14676	Q8N988
Q96QK8	Q9BVJ6
Q9NR56	Q9Y294
O43623	Q9Y3S2
Q9NW75	Q9BUJ2
Q6P9H4	Q9Y3B7
P01138	Q99497
Q13131	A0AVT1
P30305	Q8WWG1
O96008	Q9UIA9
Q9C004	Q8NB46
Q92558	Q9Y5A6
Q92625	Q7Z465
Q86Y97	Q09013
Q9BX59	P53007
Q8N3X6	Q9NX40
Q13127	O95219
P21145	Q9NRP4
Q13424	Q9Y275
Q9H204	Q8N122
Q8N983	Q10567
P06858	Q9UI09
Q8WWW0	P06703
P55809	Q86WB0
Q9NRU3	Q9H4Y5
Q92734	O75150
P16109	Q9BYR7
Q15080	P49765
Q8IUW3	Q9UBI6
Q8WTS1	O75319
Q9NQC8	Q5XUX1
Q9UBN4	Q9HB21
Q5TAQ9	Q96KC8
Q6MZT1	Q9NW64
Q5W0V3	Q99743
Q9P0J7	P01588
O75607	Q96MF2
Q9NU23	O43617
O14543	Q15008
Q96B23	P14859
Q8TEL6	Q15554
Q9UNS2	Q5VYV7
Q68DK7	O43541
Q9BPU9	P20226
Q8N5A5	Q8WY91
Q5VTD9	O14627
Q8IXM3	O43768
Q9H8M5	P10515
P63000	Q9HA47
Q8WXA2	Q9Y4B5
Q9UNL4	Q9BXA6
Q9Y2I1	Q8TF46
O75843	P25686
O14757	P37275
Q6PF18	Q9UJ55
P25686	Q9Y450
Q9ULW0	Q9P0M2
P07902	Q13133
Q6NUQ1	Q99767
Q13136	Q96MT8
Q13227	P51168
Q9Y3C5	Q14315
Q14687	P43243
P30101	Q9H9Y6
Q96MW7	P58340
P27986	P01138
Q9P1Q0	P40818
Q86T82	Q96GF1
Q8NEY4	Q86T24
Q6ZMV9	Q14764
O14775	Q13485
Q9NVP1	O94885
Q13224	Q8N6D2
Q9NPF5	Q96JA1
Q9BPU6	Q86UW9
Q9BW61	Q13576
Q9H0K6	P46459
Q66GS9	Q9Y6F6
Q9HB21	O76038
P42679	P15941
Q32MZ4	Q5FBB7
P21854	P11717
Q01167	O96006
Q12933	A6NGB9
O00483	Q96PK6
P62899	P37268
Q9BRJ6	Q9NXC5
Q9UHY1	Q96TC7
Q9P104	Q96H86
Q12767	Q8N2Q7
Q9Y2Q3	P18031
Q96DZ1	Q8IZD4
O75503	Q96CJ1
Q9BVT8	Q9BQD3
O00635	P30533
P48788	Q13191
Q15633	Q3SYG4
Q5I0X4	Q12933
Q9H078	Q8NI08
P61088	Q15696
Q9BW04	P04150
Q9NR56	O00257
Q9H1Y0	Q7RTU3
P51991	O95379
Q14980	Q9BV90
P13224	Q9Y546
Q03989	Q8NAV1
O75604	O15211
Q9BRG2	Q9BXK1
Q9H1B7	P60201
O95139	P12830
P16157	Q8N4B1
Q92949	Q96QK1
Q96HU8	Q9Y4F9
P30084	Q16795
O75323	Q9Y5S8
Q9NQP4	Q99759
Q9Y466	Q7Z3B4
Q9BUU2	Q9H0D6
Q8TEB9	Q13636
Q9BWT1	Q13416
Q92523	P54277
Q9H869	Q494U1
Q92905	O95644
P62888	P08514
P10606	O14756
Q9NXC5	Q96GG9
Q5T7V8	Q96PC5
Q96M95	Q9NRU3
Q96I25	Q96HB5
P23769	P57060
P42858	Q9UQC2
Q6UWZ7	Q96RF0
Q9UPU9	P48556
O95996	P42226
Q9NQU5	P49721
Q16625	P29372
Q9H173	P10074
P19438	Q96BN8
Q9BXI6	Q969V6
Q96N58	P08709
Q9BZ67	O95379
Q13233	Q14393
Q7L5Y6	Q92519
Q96JM7	Q3KNS6
P21145	Q9C0H9
Q9C035	Q53GL7
P78324	Q99102
O60337	P98160
Q9NTK5	P07101
O95985	Q5VTQ0
P09067	Q9UQR0
Q99612	Q8NC51
P49888	Q7Z6J8
O95382	Q9UQB8
Q9Y6I4	Q96T37
Q15019	Q96HY6
Q9BQE4	Q96DR5
Q15003	P62280
O15061	O60934
O15033	P52744
P28715	P48681
Q6UN15	P41162
Q96HH6	Q96HJ9
P78396	Q68DV7
P53816	Q6P9B6
Q96GN5	Q8TDZ2
Q7L2Z9	Q96A08
Q9UQB8	O14795
Q96L73	Q9UHD1
Q9UBZ4	Q6ICB4
Q92636	Q9UIQ6
P46821	Q9Y5B0
O60239	Q969H8
Q0D2I5	P55789
P08476	Q96Q40
Q8NEY4	O75864
Q9BT49	Q8IVV7
Q9GZN1	Q6UWZ7
Q9NPQ8	Q02930
A6NHQ4	Q96T37
Q96G04	P18827
O00555	Q9UNP9
Q8IWS0	Q9BQF6
Q9BRL6	Q9BUR4
P11274	Q99608
Q9Y2F5	Q86SX6
Q9Y547	Q14159
Q92597	Q96FN4
P49757	Q9NRN7
Q969T9	Q5T7P8
O43852	Q96IV0
P31689	P29083
P23396	O00305
Q13951	Q9Y547
P46734	Q96RT8
Q9BV40	Q68DV7
Q96PN8	Q07157
P06454	P62306
P49910	Q13137
P47985	P68032
P53365	Q9BYV9
Q96D46	Q8IYS0
Q4G0F5	O14910
Q9UJT9	O94921
P51809	Q96B96
P82930	O75530
P50991	O15457
Q07912	P26641
Q9UNI6	Q04637
Q9UQR0	Q8N165
Q9NQM4	Q68E01
Q9Y228	O95295
Q8NB15	Q9UGI9
Q8NBW4	Q92966
Q7Z3B3	P05023
Q96CS2	O96008
P52757	Q9P2Y4
Q9UNF0	P33981
Q969H8	P48426
Q13258	Q9UJT2
O00463	Q96G04
Q99747	Q7KZI7
Q04771	Q8IXJ6
P13726	Q9BY12
P08048	O43324
O43609	Q15058
Q08050	Q9HAF1
Q9Y248	O75317
Q8NA61	O75821
P35269	P60903
O14641	Q96CB8
O15417	Q96DZ1
O43143	Q8N5F7
Q8TCZ2	Q5H9F3
O00139	Q9UL33
Q96EZ8	O00743
O60239	Q53GG5
Q9BW61	Q9Y6Y0
Q06124	Q9BU64
Q07011	Q05D32
P14618	P28715
Q9P0I2	Q8N0Y2
Q8WXX7	Q6WCQ1
Q96IF1	P20749
O60518	Q96J84
Q96SY0	Q96DV4
Q7Z5Y7	P09936
Q7L5A3	Q9H0N5
Q9ULT8	P41162
P98155	P19338
Q9Y3B6	Q96GC6
O95243	Q9NYG5
Q13523	Q9HAH7
Q08050	Q99501
O75807	Q15744
O95747	Q96D98
P61247	P29317
Q9H3H3	O15083
Q9BQ67	Q9Y496
P12757	Q9NQZ8
Q9NX58	Q4KMQ1
Q8IZH2	Q53HC9
Q96B23	Q92870
Q8N5J2	Q07817
Q9BTZ2	O15049
Q9HB75	Q8IY57
O75363	Q15013
Q6BCY4	Q9BVC3
Q9H0Y0	Q9Y4E8
Q9Y547	P59780
Q709C8	Q9Y5P8
P25942	O95487
Q9BZL3	Q86UE8
P05106	Q9HCG7
Q13625	P35998
Q8N2Z9	Q8IYI8
Q9BY89	A6NK89
O43281	O60760
Q9BQ66	Q9UI30
Q9UNA4	Q8WYQ5
P62380	Q7Z465
Q96LI6	O15037
P07949	Q8IW40
O75843	Q14995
Q96HA8	Q9Y512
A1L188	Q99966
Q15056	Q9BYP7
P82912	O43739
Q8WU20	Q9H9S0
Q9Y6B7	Q86XI2
O43516	Q15050
Q14680	Q8WVT3
Q8NCN4	Q8WTR2
A8MPX8	Q6PJQ5
Q9BYG3	Q16827
Q8IUR0	Q15052
Q8IYX3	O75469
Q8WXA2	Q9UJ83
P17947	Q96EN9
Q5QJE6	Q8N131
Q49AR2	Q9Y3C5
Q15542	P30530
O95711	Q9P2K3
Q9HAY2	P46379
Q8N5M9	P49366
P62829	P14416
Q8NCN4	P04180
P42025	Q96MW7
Q92575	Q9P219
O15228	Q9UBC1
Q9BWW8	Q12926
P09110	Q9H7P6
Q9BXN2	P18507
P49591	O00170
Q9BSJ2	P48552
P15172	Q9H4H8
Q9NQZ6	Q9UNH7
Q9UL25	P04843
O15042	O15230
Q9UGJ1	O60239
Q7Z419	Q7L1W4
P55209	P01127
Q5MJ70	P55347
P80365	O60907
Q8IW41	Q9UNA1
Q9NY99	P23511
P63220	Q9HB65
Q9UJ83	Q8IWV8
Q13427	P50914
P08138	Q96T68
Q6MZT1	Q9Y3E7
P23409	P10073
P01344	Q9BS18
Q9BZB8	O14686
Q9UPN3	P51946
O95425	O00264
Q8N4N3	O75335
Q53GT1	Q96PN7
Q9NRC8	Q8IXZ2
Q9Y6G5	Q9HAY2
Q9UFC0	P62310
Q96IV0	P20810
Q8N2H9	Q8TCJ0
O76071	Q92643
P51648	Q7L5D6
O15047	Q15040
P20585	Q96HP0
O95243	Q7Z465
O15061	P42892
O95782	Q9Y6I4
Q96PQ6	Q8WXA2
P61587	Q5FBB7
Q96BR9	P05106
P21917	P04180
P55199	P04843
Q9BVI0	O95251
Q13387	Q9BZQ6
P62699	O60516
P48426	P06858
Q86UR5	Q96SW2
Q15672	Q969T4
O43852	P10636
Q9BZB8	Q9UNA4
Q13541	Q9UGL1
Q02446	Q9H4A3
Q5T5D7	P13501
P05388	Q02410
Q15466	P50750
Q13191	Q86YN6
Q9Y2X3	P12694
P00749	Q96JN8
O15194	O15037
Q99436	Q9BVC4
P55036	Q14155
O43143	O43439
Q9UBS4	Q9NR22
O60759	Q9BT88
Q15599	Q9NTJ3
O60941	O14512
Q96K19	P55273
O95140	Q9Y5M8
Q8TEP8	P29460
Q15916	O95239
Q13232	P60409
Q13033	Q7Z7L7
Q96EA4	Q9Y605
Q96PN8	Q9Y4G8
Q9NZN3	Q13586
O14744	Q53HC9
P61236	Q96AJ1
Q9H8S9	Q9H9F9
Q92841	Q99996
Q01959	Q9UQ35
Q99496	Q9H0U9
Q86WP2	Q14526
Q6ZRY4	P35900
P08651	P81877
P62495	Q969J2
Q14974	P50991
Q96KJ9	P50549
Q8N5R6	Q8TDR0
Q13428	Q13501
P21283	O43663
Q13118	P05230
P02751	O60762
Q8N143	P28070
Q9GZS1	P08648
Q99442	P21266
Q9BY89	P12270
Q9H0W9	P56181
Q96FJ0	Q2TAY7
Q9NRG1	Q8NI38
O43543	Q96CS7
O95382	Q96CS3
Q9UBF1	P18084
O75821	Q9NXF1
O43257	Q9Y490
P13501	Q9NRZ9
P13236	Q9NZN3
Q13257	Q86U42
Q13077	Q96B36
Q96SI1	Q07954
O43561	P11532
Q9UBF8	P0DPB6
Q86VN1	Q8N2G8
Q14190	Q8IWV7
P49761	O15488
Q96RT7	P42677
O75971	P01042
Q9BXV9	Q15306
Q15466	Q8IVH2
P33681	Q13618
Q9BSB4	Q9XRX5
Q96LR2	Q9NQ92
Q99549	Q8N2I9
Q9NVA1	P50542
P49848	O15162
P13498	Q5BVD1
Q9C000	O15049
Q95460	Q9NYG5
P52594	Q9BTP7
P08138	Q99618
Q92817	Q8IWU2
Q96GX1	P27701
Q9NQZ3	Q13188
Q8WVD3	P25098
O14746	Q5T2W1
Q8WVZ9	Q9Y5R8
O15169	Q8WYR1
P13987	Q9Y228
O75030	P02746
Q8WXD5	Q9NQT8
O60220	P31153
Q9BVK8	Q96K76
Q9UGJ1	P02647
P33681	Q9NX18
Q14CS0	Q8WYK0
Q9UKV0	Q9Y2E5
P42684	Q6AWC2
Q96T49	Q86WA8
O43396	Q12888
Q9H8Y5	P17026
O15031	P01375
Q14135	Q8IUD6
Q9BYZ6	O14908
O14949	Q9NQC8
O14908	Q9H9F9
Q9BV97	O00167
P25786	Q86YS7
P10827	O15047
Q5TGY3	Q53EL6
Q14587	Q9BR84
P26651	Q96BZ8
Q15911	O00429
P36575	Q07869
Q8TF46	Q695T7
Q9H270	Q14451
Q96T23	Q9H0U9
Q96EQ8	Q7Z569
O14786	Q05048
A8MQ03	Q9NV70
P28331	P07738
Q8N2Z9	P29375
Q3B726	Q8TDR0
Q86TA1	Q4G0F5
P53365	Q8IYD1
Q01453	Q9Y6I3
O43187	P22459
Q08211	Q07021
Q9Y2I2	P81133
Q02543	P33076
Q5W0B1	Q9Y6A4
Q8N2Z9	P23142
Q12888	P31949
Q9UQR0	Q8WUM4
Q9UI14	O75460
Q15233	Q9Y283
Q9HAV5	Q53GG5
A1L390	Q96M95
P16083	Q15369
O75828	O75400
Q2M3C6	P62269
Q5RKV6	Q9BUQ8
Q96EY1	Q86WV5
P01903	P41145
Q13608	P50995
Q92570	P62906
Q9Y3S2	Q06787
P48645	Q9Y2T1
Q8TBC5	Q96EY5
Q9P2K5	Q567U6
P17813	Q13115
Q9NPE3	O14966
Q9P1Q0	Q16585
P26599	Q96BN2
Q9H9A5	P56180
Q9Y3B6	P14854
P62310	P22670
Q7Z5Y7	Q08999
Q7Z698	Q9NVX0
P29353	Q86YV5
Q9UPQ4	Q14749
Q969R5	Q8N6R1
Q2M2I8	Q9UL45
Q9UIF9	O95503
P0CG48	P52655
O43663	P02649
P57735	Q13425
Q9NXU5	Q86SE5
Q9NVK5	Q9UHV9
P42285	Q12769
P52657	Q6ZVM7
Q9UNK0	Q8NB90
P10275	O75935
P03952	Q5T5X7
O00198	Q8WUM9
Q99661	Q86U42
P49720	Q9Y2Y1
Q8N5N7	Q49A88
Q9NRM2	P51955
Q9UQ35	O75695
P43246	Q9HCK5
Q96T23	P30154
Q9NP71	Q96CF2
Q6ZVM7	Q2TAY7
P30281	Q504U0
Q9P2R7	Q8NBL1
Q68DC2	P29083
Q9UHR6	Q70EL4
Q9NRD0	Q8TBK2
Q96RU7	P05107
Q13951	Q92766
Q1KMD3	Q86V81
Q9Y5U2	O60381
P42081	Q9BTE1
Q9H8Y5	Q9NXX6
P12755	Q9HAH7
P10074	P21817
Q9ULM2	Q9Y5K6
O14802	Q05195
O43847	Q96CB9
P28070	Q8NEY4
Q14534	O14776
O00459	Q9C0K0
P57775	Q96B23
Q06547	Q86XS8
Q9H9Q2	O75170
Q8N9W6	Q92562
Q9BUW7	Q6P2E9
P43146	P78406
Q8N1E6	Q13137
Q9BXC9	Q9Y535
Q14157	Q9UIM3
Q96GF1	Q06330
P03372	Q96R06
P03952	P29474
O43543	Q9Y5Q3
Q96GY3	Q96JC9
P98077	P23769
Q9BXI9	P05813
O95905	Q9Y2I7
Q86UE8	O00151
P04792	P53539
O60671	O75815
Q8WU17	O75695
Q13021	Q13291
Q6IQ32	Q14511
Q96HP0	O75052
Q8NI37	Q8TDR0
P29084	P31314
O43734	Q9BYG5
P62906	Q8TBG9
A6NGB9	Q86YN6
Q9P2R7	Q9UBL6
P11308	P51587
Q9Y294	Q96SB4
Q8N1S5	Q9Y5B8
Q9Y230	Q86V81
P55769	Q9P0U4
Q8IW35	Q6PEX3
Q8TCE6	Q8WWW8
Q9Y4X5	Q96KC8
Q5VY09	Q63HK5
Q96KS9	O00716
Q14526	P28715
Q7Z6J8	Q6NXG1
O15056	Q5QJE6
Q9BXN2	P17706
P48039	P25686
Q9NVT9	Q15750
Q9NR28	P02794
Q2NKX8	O75197
Q15075	P06756
Q9UNN5	Q9UKP3
P45379	Q9Y2U9
A8K0Z3	Q02297
Q9BXK1	P22004
P10600	Q9UBD5
Q96D15	Q9BSV6
O00139	Q9Y2I1
Q99081	O94964
Q9UL46	Q5W0V3
Q96RJ6	O00244
O43156	Q8N5Z5
Q9NXC5	Q9H553
P57682	Q9NS23
Q8NCN4	P16150
O95257	Q9H2G9
Q969H4	P35869
P62873	P12259
O14933	Q15772
Q9NPQ8	P00441
Q8IUW3	P18615
Q9Y4L5	Q8TF42
Q96JN8	Q9BX40
Q9Y572	P63165
P13236	Q96E93
Q6P4R8	Q86XL3
O43157	Q8N766
Q7L2H7	P09874
O15550	Q8IX18
Q2TBA0	Q8IUX8
Q5EBL8	O15033
Q9BSR8	Q8TDN4
Q9NXK8	Q14677
Q99759	Q9H1D9
Q9H6L5	Q9BV90
Q5T3J3	Q96LR7
P10074	P52815
Q9BTT4	P43405
P54252	O60828
Q8IZE3	O43759
O14976	Q9HAD4
Q9Y2X0	Q9Y5Z4
Q8IXH7	Q9UPN3
O75800	Q8IX18
P55010	O43822
Q9Y6I9	Q8N8S7
Q8NDV7	P12004
Q8WYR4	Q9BU76
P25791	Q00577
Q9Y3F4	O43150
O14730	Q8N720
Q13615	Q969D9
O95487	P23526
P57105	Q01826
Q99417	Q9H1X1
Q4ZIN3	P07947
Q9UL45	P35221
Q9Y664	Q92804
O43719	Q96EQ8
P18827	P63215
Q8WY36	Q96E09
Q9NQM4	O75592
O43255	Q9NR80
O60516	O95671
Q6PHW0	Q9BYM8
O95190	Q8ND25
Q9H6Q3	Q9UKJ5
Q70UQ0	O00327
Q9UFF9	Q9NQU5
P49458	O43474
O60683	Q9BQ89
Q92599	P28072
Q9Y366	Q96QS6
P21399	O75494
Q9BPZ3	P01042
Q14764	Q9BSJ6
O43678	O43402
Q9Y343	Q9NX40
O95628	Q9XRX5
Q96A35	P15941
Q9BXN2	P16410
Q9UBU9	Q9UQL6
Q8N680	P10747
Q9Y5A7	Q9UGJ1
O75084	P26373
P49959	P36507
Q96MW5	Q14232
Q15532	Q16254
Q92523	Q04323
O60716	Q9P2P5
Q9H3Z4	Q96FN4
P36954	Q13144
Q5TEU4	Q12926
Q86YW9	O75865
Q9BVG3	P40855
O60673	Q9NRB3
Q9H609	Q99952
O60841	P05423
P52815	P57081
Q9H5V7	P53367
P49674	P56181
Q9BT73	P07225
Q7Z419	Q9BXL5
O60285	Q8N2G8
Q5T011	P46934
Q6PEV8	Q2M3C6
Q8WV99	Q9H8M2
P56181	Q5JTV8
Q9UBQ0	P62280
Q6S5L8	P26599
Q86Y82	Q9BTZ2
Q9UK99	Q9HCD6
Q92922	P55010
Q8N3J5	O14654
Q15075	Q9NZB2
Q8N0Y2	Q9BTD8
Q96NN9	O43324
Q9Y5M8	Q6SZW1
O75460	P49450
P48551	Q6PL18
Q07960	O14867
Q08945	Q9Y4R8
Q9H7B4	Q96S82
Q96NE9	Q02410
Q9UJV9	Q9BQE4
P52945	P19387
P56282	Q13190
Q8WTP8	Q9Y580
P49910	P19338
Q9P015	Q15208
O95947	Q8N108
Q9UKT5	P07204
P78346	Q14157
Q70EL1	O43593
Q86WV6	O94761
Q8IVM0	Q96G25
Q6NUJ2	Q14183
Q96CG3	Q70CQ1
Q6ZNA4	P35225
Q9H9E3	O43929
Q7L804	Q92731
Q13021	Q16827
P11926	P05121
Q15435	Q93045
P19525	P55072
P01303	Q8N2G8
P51665	Q9BV97
Q969E8	Q709F0
Q13838	Q96IZ0
Q9BSB4	Q9NRQ5
Q13882	O00308
Q9P2P5	Q9Y2U9
P62750	Q96CG3
O14662	O95219
P78362	Q8IVV7
Q3KNV8	Q99614
Q92832	O15121
Q9NP77	Q9ULV8
Q14565	Q9BQ04
Q13435	P30307
Q9HC36	Q13620
Q8IVA1	P46939
P35249	Q9UBU7
Q8TDQ7	Q9H2G4
Q8IZU1	Q9P032
Q969L2	Q5T6S3
Q9UPN3	O43482
Q96RU8	Q96Q27
O00255	P06850
Q6NUP7	P15924
O15151	Q93074
Q9Y4A5	P05107
Q96PN8	Q92834
P16234	O14756
Q96ER3	Q8N448
P07197	O15068
Q12841	Q5JR59
Q15599	Q9Y2B4
Q96EY5	Q13564
Q9H0W5	Q96RU2
Q6PJQ5	Q9NRN7
O75127	Q96BD6
Q15973	Q9BXG8
Q13326	Q00587
P07900	Q9BQY4
Q8IZU1	P30101
Q96MX6	Q8NBI2
Q15544	Q8IWZ6
P04114	Q9Y4C2
P20248	Q16204
P17987	O60271
P46952	Q9UHP3
Q9H0W8	O15355
Q9NW82	P56199
Q96HP0	Q13444
Q8TDY4	Q9H867
O00762	Q9BUV0
Q13190	Q9UPN7
Q96MF7	Q14449
Q6ZUJ8	P17542
Q7KZI7	P09067
Q9P0K8	Q00534
Q8TAT6	Q96D71
Q13627	Q9BVI0
P15924	Q02447
Q15170	P05161
P16662	P48444
Q9NRZ9	Q6NVH7
O75159	O14763
P50553	Q7L014
Q63HR2	Q68CZ6
O00186	Q92616
Q6ZT21	Q9UJQ4
O00560	Q9UJA3
Q13642	Q96D46
Q96QS6	Q9NR80
Q14197	Q9UKT8
Q9Y3C4	Q9NUG6
Q8WV16	Q03405
P06748	O60331
P42695	O15488
Q8NCX0	P13667
Q96Q40	Q8TBC4
Q66GS9	O95208
P62310	Q8WY36
Q9BVC3	Q9BT43
Q08J23	Q9BQI6
Q9NNW7	Q8NG31
Q7Z5L9	P08047
Q9UHY1	Q15884
P62979	O43521
Q96CU9	Q06547
P61962	Q6PHW0
P17676	P43351
Q86Y91	O75127
P11441	P40306
O75161	Q5T1M5
Q8TEB9	P24588
P51659	Q8IYM1
P54257	Q99618
Q12798	Q6UXX9
O15524	Q53HC0
P07900	Q6IPR1
O94992	P51532
Q9BV40	Q14865
Q86WV6	O95905
P12318	Q96AG3
O00522	Q14249
Q16698	Q9UHY8
Q6IQ32	O14936
Q9Y5K5	P60520
P98170	Q05516
P15391	Q8NE71
Q9NV06	Q96JP2
Q96QH2	O14936
Q8WZ73	Q92581
Q9UH73	Q9UGL9
P82675	Q9UHP6
Q8TF05	Q9Y6D0
Q16635	Q9H9Q2
Q9BXL7	Q96T21
Q9BZM1	Q96T88
P42857	P23588
Q96Q05	Q9Y2I2
P15311	Q9Y3B4
Q9NSA3	P14649
Q16630	Q14094
Q15777	O15049
P20809	Q8N612
P43243	Q15554
P35670	Q8WTW4
Q9HCD6	Q8WXA2
Q16548	P52952
P18077	Q9Y5V3
P49815	Q14722
Q15223	Q96HU1
P18887	P10911
Q96DT7	Q63ZY3
Q00887	Q13635
Q9Y5T5	Q9UHB9
Q8N4N3	Q9UMR2
Q9NZ52	P27361
A7XYQ1	P04155
Q9NUL5	Q5T700
Q93063	Q96M61
Q9Y314	P52306
Q02241	O00264
Q9BTP7	Q9BTW9
P83369	Q86SE9
P01127	Q8IYM1
P53990	Q14CS0
P49368	Q96G04
Q9H7D7	P24522
Q86VN1	O95544
P61221	P22670
Q9BSC4	P46952
O00287	Q9NRG0
Q8TF46	P49765
Q9UFN0	Q03135
O15037	P60006
Q96IQ9	Q9NZM5
Q9UL15	Q9NR33
P42261	Q9Y5S2
Q04323	Q9H814
Q9Y2N7	Q9Y6K1
Q9BWQ6	O43915
Q14493	Q8N5Z5
P42574	Q9NS37
Q9BVI0	Q8N4C7
Q9BXM7	Q9H4B4
O95425	P04114
O14795	Q9BZ11
Q504U0	Q13610
Q9HAU0	Q16254
Q9Y616	Q9H4P4
Q9GZV5	Q9UBZ9
P10600	P41145
Q96E93	Q6PHW0
Q92629	P01903
Q9UIF8	Q9UNA1
Q8TAP6	P35916
P53367	Q9H9A7
P40938	Q9NPC3
O75396	Q9BX59
Q9UBN7	Q8NBL1
P15289	Q9H9A5
Q8TEY7	Q96AX1
Q96KP6	Q16082
Q86U70	Q1KMD3
Q9H4I3	Q96MN2
Q9UEU0	Q00013
P06858	Q86WX3
Q9UBP5	O14519
Q9NS23	Q9BWN1
Q6PH81	Q02446
P49916	Q96IF1
Q14257	P62854
Q03252	Q9UFF9
Q9H9E1	Q96JP2
Q9P2S5	Q13239
Q8TCA0	Q8N988
Q9HCM9	Q06413
Q9Y4Z0	Q9UHJ3
Q13087	Q15256
Q8N6G5	Q9UN86
P19320	Q9Y244
O60716	P45381
P51531	Q15669
Q9P0L0	Q14674
Q9UQ26	Q9Y6H1
Q6WCQ1	P78345
Q9BYG5	Q9NRJ3
O00268	Q16533
P61968	Q9H992
Q9Y2Q0	Q9NS73
Q53HV7	Q8TCT7
P16144	P20585
Q9HCP0	P52701
Q9Y2X9	O14593
Q96D71	Q6MZQ0
O15455	Q92611
Q5JTV8	Q8N2W9
Q9UPT5	Q2NKX8
O75154	Q8TEB9
O15055	O15037
Q9P202	Q9H845
P12314	O95835
Q9BXJ1	Q14566
P40227	P28799
O14745	P35869
Q9H939	Q86XS8
Q9Y253	P16035
Q9UBW8	Q14155
P26992	Q9UGN5
Q9Y3B7	Q15466
Q9Y5A7	Q9UPR0
Q6NW34	Q8IWU2
P81408	Q9UBV2
Q8IVT2	Q86YR5
Q9BWF2	Q9H446
Q9Y6H5	Q16635
Q96T49	Q96FW1
P42679	P41002
P02489	O14782
Q12800	Q96PF2
Q96JZ2	Q8NFD5
Q86VN1	Q9HAY2
P53985	Q92995
Q9NR77	Q9BUN5
Q96EZ8	Q96H20
Q96BN2	Q96M94
Q2NKX8	Q9NQT4
Q12774	Q9UQC2
P55197	P49407
O14763	Q9Y5X1
Q86Z02	Q9UBV8
Q16548	P13569
P08476	Q9H1X1
Q8NCN4	Q96PV4
Q8TBE0	Q15907
Q8WV22	Q99836
Q6ZRV2	Q9GZS1
Q9BUG6	Q13976
Q9H8E8	Q96LM6
Q12959	Q8NFH4
Q8N2K1	Q9NP97
Q6I9Y2	Q6ZN18
Q9UHR5	Q96QH2
O15027	Q9Y6C9
P37173	Q8NF99
Q96IZ5	P63279
Q9Y6I7	Q00765
Q96IY1	Q9UBK9
Q86SZ2	O14578
Q14994	O14770
P31040	P35221
O75884	Q9NTX7
Q9NQ87	Q9C0J8
P13804	Q92613
Q02241	Q9UJ41
Q9HCG8	Q86WH2
Q6ZUT1	Q9UGI8
P34897	P63316
Q8IYD8	O00483
Q92904	Q9Y5K5
Q9NZL9	Q6P5Z2
P45985	Q5SY16
Q969H0	O15143
Q13064	O43502
P55316	Q9NPI8
O43660	P23921
